id,nom_tâche,date_début,date_fin,état,id_employé
1643,Atteindre seulement fonder grain,2021-12-13,2024-07-29,En cours,18
1644,Retenir autorité animer,2024-10-11,2025-01-01,En attente,11
1645,Guerre acte mieux grâce mince,2021-10-21,2022-08-28,En attente,11
1646,Ignorer clair rouge naturellement françois,2020-08-07,2024-10-19,En cours,10
1647,Agent adresser gouvernement condition beaux,2020-06-28,2021-08-18,Terminée,7
1648,Atteindre tellement livrer coin objet,2022-08-11,2022-08-21,En attente,9
1649,Grandir masse admettre,2023-07-16,2023-10-28,Annulée,1
1650,Accomplir mois chaise ouvrage examiner,2023-10-04,2024-12-01,Annulée,15
1651,Et flamme puisque,2021-11-21,2022-06-09,En cours,5
1652,Découvrir sommet si vague,2024-09-05,2024-12-01,Annulée,3
1653,Choix médecin étonner tempête semblable,2024-01-27,2024-10-02,En cours,9
1654,Campagne détail arriver état,2020-04-24,2023-11-03,En attente,8
1655,Tête lumière ni,2020-08-19,2022-07-19,En cours,13
1656,Avis décider,2024-09-06,2024-11-04,Annulée,8
1657,Simple poids,2024-01-09,2024-03-12,Terminée,18
1658,Traiter ville ferme,2021-07-19,2025-01-13,Terminée,8
1659,Subir me,2024-09-28,2025-01-19,Annulée,2
1660,Heure conclure,2020-05-15,2021-07-29,En cours,2
1661,Siècle direction souffrir,2020-07-03,2021-08-30,En cours,8
1662,Neuf entourer,2020-02-15,2024-01-30,En cours,13
1663,Ou troisième,2021-04-29,2022-02-13,En cours,13
1664,Jeter supérieur naître fuir sauver,2023-01-13,2023-12-12,Terminée,14
1665,Exécuter secret acte,2021-03-18,2024-05-26,En attente,15
1666,Sentir oreille fou,2023-07-02,2023-11-24,Annulée,15
1667,Pas calmer,2023-08-01,2024-12-15,Annulée,2
1668,Marier essuyer,2024-06-08,2024-11-13,Annulée,9
1669,Étroit fer,2022-09-03,2024-12-04,En attente,8
1670,Avis rapport mensonge,2021-01-25,2023-03-16,En attente,5
1671,Devenir tandis que dangereux aspect,2024-11-24,2024-12-02,Annulée,3
1672,Mince abandonner queue,2020-08-14,2021-02-17,Terminée,13
1673,Type comment magnifique certain considérer,2024-08-07,2025-01-01,En cours,19
1674,Pièce ouvrir,2023-06-24,2023-09-15,Annulée,12
1675,Abri santé corde argent venir,2021-12-06,2024-03-26,Terminée,17
1676,Pleurer connaissance escalier,2021-11-24,2024-11-28,Terminée,9
1677,Inquiéter finir,2020-02-20,2024-11-30,Terminée,4
1678,Écarter on vêtement,2022-11-25,2024-04-29,En attente,2
1679,Emporter accrocher,2022-10-28,2023-12-22,En attente,5
1680,Objet puis point demain,2022-06-05,2022-08-03,Terminée,14
1681,Fait marcher suivant,2022-01-27,2023-11-10,Terminée,11
1682,Étoile somme mémoire écraser,2022-05-07,2022-09-10,Terminée,5
1683,Suffire sorte quelque horizon nouveau,2022-05-23,2024-04-29,En cours,2
1684,Art exemple approcher vouloir,2024-09-11,2024-11-23,En cours,13
1685,Profiter source,2020-04-18,2024-02-25,En cours,19
1686,Résister composer ramasser,2023-10-07,2024-12-31,En attente,3
1687,Écraser lendemain roi danger,2022-04-25,2023-08-17,En cours,17
1688,Affirmer vision,2023-02-14,2024-09-25,Terminée,6
1689,Vraiment hauteur ça,2021-06-03,2022-05-10,Terminée,18
1690,Naturellement plus marcher,2023-02-01,2024-06-13,Terminée,20
1691,Calme presser,2022-12-08,2024-02-21,En attente,14
1692,Aucun douleur éclater certainement discours,2022-01-28,2022-07-17,Terminée,17
1693,Espace nourrir trace effet fixer,2023-09-10,2024-11-23,Terminée,14
1694,Sorte sans,2020-06-29,2023-10-21,Terminée,1
1695,Type pendant enfermer,2022-10-15,2023-10-16,Annulée,1
1696,Distance article celui,2023-11-18,2024-10-18,Annulée,2
1697,Différent rayon leur observer,2021-12-14,2024-05-08,Annulée,5
1698,Tirer impossible face clair grandir,2023-11-16,2024-11-16,Terminée,8
1699,Feu porter éclairer,2022-12-28,2023-07-18,En attente,5
1700,Lieu marier an courage voisin,2024-12-12,2025-01-18,Terminée,6
1701,Dessiner toit long élever quelque,2022-08-05,2023-11-07,Terminée,19
1702,Peine pont danser,2022-07-30,2023-06-14,Annulée,8
1703,Dur bonheur élément verser,2023-11-30,2024-09-10,En cours,3
1704,Maintenant bureau,2024-02-27,2024-05-11,En attente,11
1705,Pousser présenter importance,2021-11-30,2024-10-04,En attente,18
1706,Poursuivre nature,2022-04-25,2022-08-19,En attente,4
1707,Interroger réveiller,2023-07-08,2023-10-17,Terminée,16
1708,Loin humide,2020-12-21,2023-12-25,En attente,5
1709,Croiser ministre passer particulier songer,2022-03-16,2022-12-27,En cours,19
1710,Terrible conclure réduire couleur,2020-07-22,2022-02-08,En cours,14
1711,Habitant front casser tranquille art,2023-11-02,2023-11-06,Annulée,1
1712,Bleu unique humain robe sembler,2024-12-06,2025-01-30,En cours,13
1713,Très agir,2021-03-06,2022-01-03,Annulée,4
1714,Autre imaginer mauvais,2020-02-21,2024-04-27,En attente,3
1715,Attacher même fuir,2021-10-08,2022-03-21,Annulée,6
1716,Vision réalité,2021-01-23,2024-10-23,En cours,3
1717,Charge souvenir parfois,2023-10-20,2024-03-26,En cours,11
1718,Intérieur loup capable père,2022-12-29,2024-12-07,Terminée,10
1719,Bruit crainte choisir,2021-09-11,2024-12-03,Annulée,3
1720,Qui causer claire rencontre vin,2020-08-12,2023-06-24,Terminée,15
1721,Installer saison glace très,2022-02-19,2023-08-27,En cours,19
1722,Supporter partir principe,2022-09-23,2024-02-03,En cours,14
1723,Second parti an auteur,2024-07-05,2024-10-30,En attente,20
1724,Réponse prêter fer grave maladie,2022-01-26,2024-10-18,En attente,3
1725,Rêve glace,2021-08-22,2021-08-27,En attente,9
1726,Vague point,2021-05-06,2023-01-13,En attente,1
1727,Digne nature naissance idée,2023-06-16,2023-09-22,Annulée,7
1728,Sept chambre promener vivant personnage,2022-08-11,2023-01-14,Terminée,3
1729,Asseoir dégager réserver,2024-07-31,2024-08-18,En cours,2
1730,Tandis Que beau chambre distance,2024-05-04,2024-08-29,En cours,5
1731,Silencieux moyen rouler mille,2024-09-06,2024-10-29,Annulée,17
1732,Corde prier ah,2022-08-28,2025-01-18,Annulée,3
1733,Supporter soulever,2021-06-24,2025-01-16,Annulée,10
1734,Supérieur mêler,2020-12-16,2024-06-07,Annulée,14
1735,Inventer seconde retourner,2020-12-05,2022-04-14,En cours,6
1736,Etc comment dernier également choisir,2022-05-02,2024-10-15,En attente,4
1737,Direction certain vieux,2022-06-26,2022-06-27,En attente,19
1738,État détail gauche bruit distinguer,2021-09-01,2023-11-27,Terminée,3
1739,Résultat gris comme pauvre terreur,2023-07-16,2023-10-18,Annulée,11
1740,Conscience tandis que aventure,2022-12-12,2023-04-11,En cours,8
1741,Campagne retomber aller d'autres suffire,2023-10-26,2024-11-29,En attente,20
1742,Si passé tâche,2023-05-24,2023-12-04,En attente,10
1743,Peu brûler roi,2024-04-25,2024-05-20,Annulée,7
1744,Prononcer environ davantage courant fête,2021-06-26,2024-08-01,Terminée,15
1745,Essayer paix nom,2021-11-10,2024-12-30,En attente,10
1746,Vite chose décrire vrai,2021-08-13,2022-11-13,Terminée,14
1747,Battre poche prière port très,2023-07-15,2023-11-02,En cours,8
1748,Sommet fermer tête vision battre,2020-04-26,2024-03-08,En attente,2
1749,Aventure cercle,2024-08-04,2024-09-13,En cours,15
1750,Pleurer tandis que grain président endormir,2022-02-21,2025-01-18,Annulée,19
1751,Âgé peser folie,2022-05-27,2023-10-17,En cours,13
1752,Jamais main du trouver,2022-01-14,2024-07-19,En cours,20
1753,Étranger cheval oeil printemps,2021-05-18,2023-05-10,En cours,2
1754,Répéter papa parvenir autrefois,2023-02-09,2024-03-10,Terminée,8
1755,Folie société étaler couleur,2021-01-29,2022-04-01,En attente,12
1756,Agent porte premier,2023-02-26,2023-08-15,Terminée,15
1757,Passer rôle reposer,2024-04-10,2024-11-27,En cours,12
1758,Repas emporter,2024-08-27,2024-10-12,Terminée,4
1759,Auprès chose lien couvrir,2024-10-23,2025-01-22,En cours,12
1760,Apprendre cesse trace aller,2023-07-27,2023-09-19,Terminée,16
1761,Consulter garde,2023-12-08,2023-12-31,Terminée,19
1762,Exposer désigner aider garder métier,2020-05-31,2024-03-24,En cours,7
1763,Ton immense six chant,2022-10-13,2024-06-25,Annulée,14
1764,Travers résister vaincre rose,2022-12-10,2024-09-01,En attente,15
1765,Repousser lendemain voisin terminer,2023-11-29,2024-04-09,En cours,6
1766,Chasse bien attacher supporter,2021-04-30,2021-10-10,En cours,11
1767,Dresser quarante complètement d'abord,2022-12-08,2023-01-02,Annulée,4
1768,Chaleur joue trop appeler,2021-12-25,2022-03-11,En cours,19
1769,Colère enfance mal dimanche,2021-11-27,2022-04-26,Terminée,10
1770,Environ moi simplement mêler,2023-07-23,2024-07-10,Annulée,13
1771,Lourd battre protéger permettre,2021-11-07,2023-05-27,En attente,11
1772,Dormir préparer,2020-06-18,2023-08-13,En cours,8
1773,Santé pénétrer vêtir ensemble avec,2024-11-24,2024-11-27,En attente,6
1774,Soin poste apparaître,2024-01-27,2024-11-17,Terminée,10
1775,Épaule moi chose,2024-10-11,2024-11-26,Terminée,1
1776,Apporter semblable mien officier,2023-04-25,2024-12-31,Annulée,14
1777,Fusil gloire paquet morceau,2023-11-30,2024-12-20,Annulée,20
1778,Véritable crise consulter,2023-07-11,2024-06-15,En attente,16
1779,Sortir adresser connaissance animal,2020-06-10,2024-05-12,En attente,1
1780,Gens signe presser,2024-04-05,2024-05-07,En attente,11
1781,Honte remercier soin espèce,2021-06-11,2024-07-02,Terminée,17
1782,As installer bande ressembler chaîne,2021-09-28,2025-01-03,En attente,19
1783,Cesse coup naître perdu,2021-11-14,2022-05-05,En attente,20
1784,Fatigue doucement,2023-04-27,2023-10-26,En cours,19
1785,Fil mort pénétrer,2020-01-13,2020-05-30,En attente,9
1786,Justice permettre alors froid,2021-01-01,2023-05-14,Annulée,10
1787,Gris sur moitié déclarer,2022-03-17,2024-12-30,En attente,3
1788,Cuisine relation posséder espace,2023-02-04,2023-12-12,En cours,2
1789,Journal retenir,2022-02-05,2024-12-07,Annulée,18
1790,Appartenir haut mille soin loi,2024-07-21,2024-10-27,En cours,3
1791,Besoin mort dépasser raison,2021-12-20,2023-02-11,Terminée,20
1792,Mourir recevoir de,2022-03-12,2023-05-02,Terminée,6
1793,Cesser fois réponse pourquoi,2022-07-17,2022-11-09,En cours,17
1794,Terre silencieux observer,2024-04-03,2024-05-10,En attente,5
1795,Lien début falloir,2021-03-04,2021-11-14,En attente,12
1796,Brusquement fauteuil portier,2020-06-20,2020-12-26,Terminée,2
1797,Été admettre rompre doute seul,2023-08-02,2023-09-18,Annulée,8
1798,Salle police avancer chaleur,2024-06-15,2024-11-17,Terminée,2
1799,Instant recommencer,2023-02-13,2024-01-27,En cours,9
1800,Soirée direction présence,2023-06-05,2024-01-04,En cours,12
1801,Arriver pain fidèle salut fils,2021-01-07,2021-04-27,En attente,18
1802,Reposer abandonner,2022-07-09,2024-12-16,En attente,12
1803,Planche accorder caresser,2022-08-11,2023-08-20,En attente,7
1804,Loin demeurer,2020-03-21,2024-04-17,Terminée,5
1805,Considérer briller oh pendre recommencer,2023-03-29,2024-01-13,Annulée,10
1806,Docteur énorme séparer vite rose,2023-03-31,2024-07-26,En attente,9
1807,Bon tout demain,2021-11-20,2022-06-09,En cours,10
1808,Lire bande aussitôt,2024-12-08,2025-01-02,En cours,10
1809,Retour tendre taille fortune,2020-08-20,2022-08-13,Terminée,15
1810,Passé on victime,2021-08-10,2023-02-12,En cours,10
1811,Debout chant aide nourrir,2024-11-27,2025-01-01,Terminée,7
1812,Neuf toile fort,2021-03-30,2021-05-29,En cours,7
1813,Printemps sien sous gagner,2020-10-16,2024-06-12,En cours,4
1814,Parce Que sec ça,2024-02-22,2024-04-07,Annulée,20
1815,Jeunesse part rire,2021-04-22,2023-12-13,Annulée,12
1816,Bas rose,2022-11-30,2023-08-09,Annulée,20
1817,Ce un porter,2023-05-03,2024-11-07,En cours,16
1818,Être fixe recherche,2024-08-16,2024-10-17,Terminée,9
1819,Avance vrai avant société,2021-06-28,2024-05-18,Terminée,14
1820,Prison présent obtenir fumer loup,2021-02-20,2023-11-05,Annulée,18
1821,Embrasser oiseau,2023-01-18,2023-10-31,Terminée,1
1822,Clef accent temps discours gris,2024-05-31,2024-12-19,En cours,18
1823,Aussitôt maintenir exemple joie,2021-08-06,2022-03-24,Annulée,7
1824,Recommencer partout,2023-05-15,2024-01-02,Annulée,4
1825,Grâce somme sourire connaître,2024-07-16,2024-09-02,Annulée,2
1826,Aussitôt vide phrase oreille venir,2024-10-28,2024-12-01,En cours,3
1827,Odeur secours,2024-09-14,2024-10-06,Annulée,1
1828,Notre pour patron forme,2023-10-10,2025-01-02,En cours,16
1829,Pourquoi courage retirer tranquille,2023-06-30,2023-08-11,Terminée,7
1830,Chat avant loin accomplir,2021-01-25,2021-06-05,En attente,5
1831,Forêt son rêver signer,2024-08-09,2024-08-29,En cours,17
1832,Considérer poste découvrir petit,2022-06-14,2024-10-22,Annulée,13
1833,Fonder nom,2023-01-01,2024-07-19,Annulée,2
1834,Toujours accompagner geste,2020-11-10,2024-04-22,Terminée,12
1835,Bien sorte fer ancien lieu,2024-03-02,2024-03-23,Annulée,7
1836,Revoir rire rendre davantage,2021-02-01,2022-10-20,En attente,19
1837,Couper poussière casser garder ni,2020-12-18,2023-04-04,En attente,8
1838,Reculer même consentir,2020-07-15,2024-12-05,En cours,16
1839,Espèce fort mensonge gauche attacher,2022-06-26,2022-12-12,Annulée,11
1840,Dominer franchir au accrocher,2024-09-24,2024-11-25,Terminée,7
1841,Admettre siège prêter,2021-12-23,2022-03-10,En attente,6
1842,Depuis défendre classe,2023-01-21,2023-04-18,Annulée,19
1843,Aller vous,2020-02-07,2020-03-27,En cours,1
1844,Long sable,2022-06-10,2022-07-04,En attente,7
1845,Vieux officier hauteur pas,2021-11-10,2022-09-04,En attente,8
1846,Coeur joie,2022-05-10,2023-02-14,Annulée,9
1847,Service risquer trace,2023-07-16,2023-11-28,En attente,17
1848,Assez calme certainement,2024-04-26,2024-07-20,Annulée,19
1849,Masse souffrir règle intention réussir,2021-06-15,2023-12-24,En attente,15
1850,Pauvre cause devoir éteindre objet,2024-05-22,2024-06-12,En attente,14
1851,Delà partir heure abri,2022-02-14,2024-03-27,Terminée,6
1852,Déposer fier lever doute,2023-06-15,2024-01-21,En cours,9
1853,Habitant confier éprouver,2022-07-30,2023-08-04,Terminée,14
1854,Disposer gloire enfant,2021-12-14,2022-06-28,Annulée,7
1855,Reconnaître horizon pointe,2021-05-28,2022-01-17,En cours,10
1856,Président longtemps mériter entrer,2024-01-23,2024-07-21,Terminée,19
1857,Fatigue haut,2023-03-11,2024-03-26,Terminée,2
1858,Du barbe franchir particulier,2023-05-09,2024-03-05,Terminée,5
1859,Révéler si,2021-03-25,2022-10-22,En attente,14
1860,Anglais vieil rentrer autour,2023-06-16,2024-11-09,En cours,2
1861,Personne premier animer,2020-10-28,2022-07-04,En cours,17
1862,Alors sourire payer saisir,2024-09-22,2025-01-14,En attente,8
1863,Rire sec rester,2021-10-03,2023-01-27,En attente,3
1864,Minute seulement intérieur nous,2021-09-02,2024-08-20,Terminée,16
1865,Tout découvrir,2023-03-31,2024-07-30,Annulée,16
1866,Machine gros image manger,2023-05-17,2024-02-11,En attente,6
1867,Comment leur alors vivant point,2022-11-01,2024-06-18,En attente,16
1868,Désormais décider hauteur discours,2021-02-05,2022-11-18,Annulée,12
1869,Rêve fixer douleur possible,2023-11-21,2024-05-14,Terminée,13
1870,Détruire départ,2024-07-10,2024-08-03,Annulée,15
1871,Même prêter remplacer,2020-03-09,2022-09-21,En cours,8
1872,Renverser résoudre,2023-01-02,2025-01-18,En attente,15
1873,Goutte désespoir,2024-10-05,2024-11-16,En attente,18
1874,Trembler folie ce vide prendre,2023-11-27,2024-09-04,Annulée,11
1875,Guerre refuser âme,2020-07-21,2022-06-26,En cours,1
1876,Chasse sien paysan,2021-05-13,2024-02-01,En cours,18
1877,Mur interroger drôle volonté,2020-10-27,2024-12-11,En attente,12
1878,Réveiller simplement puis,2021-12-25,2023-03-11,En cours,13
1879,Frais genou sou,2024-05-19,2025-01-17,Annulée,13
1880,Puissance étage,2020-08-10,2024-02-25,Annulée,8
1881,Éternel assez rapporter intelligence songer,2023-02-15,2024-07-06,Terminée,12
1882,Pied argent mensonge plaisir ainsi,2023-03-14,2023-10-26,En attente,8
1883,Manier côte eaux,2021-11-11,2023-06-09,Terminée,9
1884,Connaître trou,2020-07-06,2023-11-12,Terminée,19
1885,Toucher but haut trente folie,2022-02-24,2023-10-29,Terminée,8
1886,Déclarer midi pourquoi d'autres,2024-07-11,2024-07-26,Annulée,18
1887,Étude beaux devoir note,2024-11-12,2025-01-14,En cours,19
1888,Sol rayon accompagner homme,2020-09-26,2023-05-08,Annulée,4
1889,Ton inconnu français,2023-04-29,2024-06-08,En attente,3
1890,Appartement rare perdre coup entrer,2021-01-04,2023-05-27,En cours,20
1891,Supérieur aller vivre,2020-06-25,2023-07-07,Annulée,17
1892,Vide briser préparer,2020-09-07,2023-01-16,En cours,7
1893,Habitude silence fond,2020-09-13,2024-12-29,Terminée,16
1894,Souffler troubler certain,2021-12-13,2022-03-19,En attente,10
1895,Couler relever,2021-08-28,2025-01-05,Terminée,12
1896,Autorité docteur deux bruit,2024-10-17,2024-10-18,Annulée,1
1897,Cruel étrange appel,2021-08-08,2024-07-08,En attente,10
1898,Barbe vieil pas,2024-05-20,2024-06-19,En attente,11
1899,Contraire mêler dès cruel,2020-05-30,2022-12-12,En cours,1
1900,Entrée de soit,2023-05-16,2024-02-10,En cours,10
1901,Chambre nord,2022-04-12,2022-12-22,Annulée,6
1902,Gens combat promettre poste,2021-12-18,2024-12-13,Annulée,12
1903,Pendre désirer environ sol courant,2022-12-30,2023-02-21,En attente,8
1904,Silencieux chasser quant à réussir,2022-10-13,2023-09-11,En attente,15
1905,Retourner monde projet,2021-05-27,2023-05-21,En attente,2
1906,Grâce rapport rue erreur,2021-09-10,2023-10-15,Annulée,9
1907,Amener étouffer,2022-03-29,2023-12-10,En attente,19
1908,Peine vue poésie appel prier,2024-05-19,2024-11-27,Terminée,16
1909,Clair répandre cri fleur confiance,2021-01-07,2023-03-31,Terminée,17
1910,Système regard,2024-10-10,2024-10-27,Annulée,4
1911,Également depuis sentiment front,2020-03-10,2024-11-18,Annulée,3
1912,Tromper chez quarante,2021-05-21,2021-09-04,En attente,17
1913,Étage autant colon consulter troisième,2023-09-12,2023-10-06,En attente,17
1914,Valoir couleur,2024-12-20,2025-01-09,En cours,9
1915,Entre type inutile chair,2020-06-11,2022-07-09,En cours,3
1916,Garde étrange,2021-11-07,2023-02-02,En attente,12
1917,Patron beau cabinet,2024-04-29,2024-12-31,En cours,7
1918,Veiller maladie,2022-08-11,2024-10-11,En cours,17
1919,Bataille remettre prison,2023-07-28,2024-04-24,Terminée,3
1920,Plutôt précieux ferme nourrir,2024-05-30,2025-01-16,En attente,20
1921,Jeune lorsque poche connaissance,2021-07-11,2023-07-27,Annulée,9
1922,Verre vite ville,2022-05-21,2024-01-17,En attente,11
1923,Race ciel,2022-10-21,2024-07-25,En attente,19
1924,Doigt groupe gens,2024-12-20,2025-01-16,Terminée,4
1925,Accord religion coeur pendant,2021-02-20,2022-09-11,En attente,15
1926,Fond bras glisser,2022-03-12,2023-06-16,Annulée,14
1927,Enfoncer dangereux grandir type,2022-07-06,2023-04-05,En cours,18
1928,Écrire chaque verser trou rêver,2023-12-27,2025-01-19,En cours,5
1929,Appel puis conseil voix,2023-07-14,2024-03-14,En attente,6
1930,Rendre disparaître rejeter,2023-01-26,2024-05-02,Annulée,11
1931,Finir dernier haute remplir,2023-11-13,2024-12-16,Terminée,4
1932,Propos moindre assez soit,2022-11-10,2024-10-11,En cours,20
1933,Arrivée vision et vrai,2020-05-22,2024-04-16,En cours,6
1934,Aussitôt abandonner centre révolution,2022-03-20,2024-04-11,Terminée,14
1935,Taire signe,2020-07-07,2023-10-11,En attente,14
1936,Courage conversation changement fuir,2020-01-17,2021-12-16,En cours,13
1937,Bon passé désirer,2023-07-24,2023-09-01,Terminée,11
1938,Soleil éteindre robe,2021-04-22,2021-05-04,En cours,6
1939,Détruire note,2022-08-20,2023-03-24,Terminée,5
1940,Désir accorder connaissance rien,2024-12-01,2024-12-25,Annulée,16
1941,Soir dehors ensuite parler seulement,2024-05-05,2024-06-23,Annulée,15
1942,Bête rideau,2024-12-07,2025-01-13,Annulée,3
1943,Éteindre juger jour,2021-10-12,2024-04-04,En cours,7
1944,Quelque nom,2024-04-09,2024-11-19,En attente,14
1945,Noir liberté geste d'abord composer,2023-01-13,2024-03-31,En attente,7
1946,Désespoir terrain lune,2024-05-20,2025-01-11,Terminée,11
1947,Passé etc sauvage,2020-05-10,2022-10-29,Terminée,8
1948,Poche parfaitement dix gauche,2024-10-07,2024-10-14,Terminée,15
1949,Briser courant tôt,2022-08-06,2024-02-28,En cours,5
1950,Approcher cour pousser marché celui,2022-02-20,2022-09-17,Annulée,13
1951,Paquet violent dernier,2020-05-29,2024-06-01,En cours,1
1952,Briser brûler but accent,2023-08-06,2024-06-14,En cours,3
1953,Principe si nerveux veiller,2023-09-18,2023-11-26,En attente,5
1954,Magnifique arriver,2022-02-20,2022-11-12,Terminée,19
1955,Ouvrage préférer voilà,2023-09-04,2023-10-29,En attente,12
1956,Terrain soudain aller mener,2023-04-11,2024-12-10,Annulée,4
1957,Marche chant parole,2024-10-06,2024-10-10,En attente,18
1958,Or rentrer,2024-02-26,2025-01-03,Terminée,4
1959,Celui passé cinq changement transformer,2023-10-19,2024-08-12,Terminée,4
1960,Chair se banc prix,2024-05-09,2024-10-15,En cours,20
1961,Crier reconnaître attacher,2021-08-08,2022-10-19,En attente,19
1962,Par relever,2021-10-09,2023-01-24,Annulée,9
1963,Portier expérience comme écraser travail,2021-11-13,2022-10-20,Annulée,16
1964,Apprendre sentir ministre,2023-12-24,2024-07-08,En cours,19
1965,Respecter voix,2023-04-03,2023-12-20,En attente,13
1966,Dieu coup machine assister,2020-12-15,2022-01-26,En attente,11
1967,Propos essayer couche créer six,2021-06-19,2024-06-07,En cours,3
1968,Clef agiter toute espèce prix,2021-09-09,2023-04-19,En attente,18
1969,Autre jouer défaut,2023-01-26,2024-04-14,En attente,20
1970,Je besoin vingt soulever déposer,2020-12-16,2023-01-12,En cours,7
1971,Or etc dessiner douze,2022-06-09,2023-01-26,En attente,9
1972,Entraîner lisser avancer,2023-02-17,2023-05-19,Annulée,10
1973,Commander douleur abattre envoyer pitié,2020-01-15,2021-11-09,Annulée,20
1974,Prendre oser traiter pont,2022-01-28,2023-09-10,En cours,11
1975,Enfoncer digne remplacer,2020-12-16,2023-10-17,En cours,16
1976,Noir anglais herbe accepter,2020-06-14,2024-10-15,Terminée,3
1977,Chaise précis serrer monter,2021-05-26,2022-11-09,En cours,7
1978,Témoin parole type,2020-02-15,2024-05-15,Annulée,1
1979,Mauvais fenêtre présent éloigner,2020-04-07,2022-10-26,Terminée,11
1980,Port journée vingt peur,2024-04-26,2024-08-11,En attente,2
1981,Volonté sérieux présent passer,2021-10-30,2023-07-30,Terminée,4
1982,Nuage mur plein répéter chiffre,2024-04-24,2024-05-08,En cours,18
1983,Loi installer appuyer apparaître seul,2022-07-11,2024-10-13,En cours,9
1984,Charge très tromper premier,2024-10-27,2025-01-28,En attente,3
1985,Rencontre afin de,2020-08-14,2021-07-08,Terminée,9
1986,Commencement crier,2023-11-21,2024-11-29,En cours,15
1987,Oser particulier,2022-11-27,2024-09-18,Annulée,14
1988,Trace école ramasser découvrir commencer,2022-10-07,2024-08-28,Terminée,5
1989,Achever adresser,2023-04-16,2023-06-12,En cours,14
1990,Rue crise sang,2020-10-30,2021-08-06,Annulée,3
1991,Habitant signifier planche dont,2022-07-30,2025-01-11,En attente,7
1992,Sous doucement ouvrage monsieur,2024-01-13,2024-06-07,Annulée,10
1993,Puissance larme interroger or,2024-09-19,2024-09-24,Annulée,14
1994,Bas reprendre,2024-02-27,2024-12-22,En attente,19
1995,Leur prêt fatiguer blond,2020-11-15,2022-07-15,Annulée,4
1996,Travers élément arriver rassurer,2023-08-10,2023-09-06,Terminée,19
1997,Étroit train,2022-04-11,2024-09-10,Terminée,1
1998,Aussi réflexion curieux art,2021-08-14,2022-09-01,Annulée,9
1999,Forme sonner,2021-03-08,2023-12-19,En attente,19
2000,Douter passage,2024-06-02,2024-11-19,En cours,5
